,bottle,producer,color,shape,age,weight,simple_surface,color_shape
503,503,Monica,green,artistic,13,,425.33200000000005,green_artistic
504,504,Monica,blue,artistic,6,,400.08239999999995,blue_artistic
505,505,Monica,green,onion,13,,292.12359999999995,green_onion
506,506,Pietro,green,long,16,,290.5725,green_long
507,507,Romeo,green,onion,27,,263.7448,green_onion
508,508,Romeo,yellow,artistic,36,,171.4104,yellow_artistic
509,509,Pietro,blue,long,45,,321.41700000000003,blue_long
510,510,Pietro,green,long,15,,392.19,green_long
511,511,Monica,blue,long,22,,326.3988,blue_long
512,512,Pietro,blue,long,23,,295.097,blue_long
513,513,Romeo,green,long,58,,299.3292,green_long
514,514,Monica,green,artistic,25,,90.896,green_artistic
515,515,Romeo,green,artistic,49,,131.04010000000002,green_artistic
516,516,Pietro,green,long,31,,305.70930000000004,green_long
517,517,Pietro,green,long,46,,347.5692,green_long
518,518,Monica,green,artistic,32,,328.801,green_artistic
519,519,Pietro,green,long,27,,335.25480000000005,green_long
520,520,Pietro,blue,long,49,,268.03,blue_long
521,521,Romeo,green,premium,51,,311.64000000000004,green_premium
522,522,Pietro,green,long,18,,383.99580000000003,green_long
523,523,Romeo,green,onion,20,,302.1123,green_onion
524,524,Romeo,green,artistic,27,,228.1026,green_artistic
525,525,Pietro,blue,long,48,,381.5856,blue_long
526,526,Monica,blue,long,27,,360.2088,blue_long
527,527,Pietro,green,long,39,,393.1252,green_long
528,528,Monica,green,premium,15,,316.5038,green_premium
529,529,Pietro,green,long,41,,337.10040000000004,green_long
530,530,Monica,green,artistic,17,,168.5854,green_artistic
531,531,Monica,blue,premium,19,,292.999,blue_premium
532,532,Pietro,green,long,2,,400.03600000000006,green_long
533,533,Romeo,green,premium,15,,303.2345,green_premium
534,534,Pietro,yellow,onion,26,,270.1815,yellow_onion
535,535,Monica,green,artistic,9,,165.9852,green_artistic
536,536,Pietro,yellow,long,35,,390.429,yellow_long
537,537,Pietro,blue,long,15,,357.4076,blue_long
538,538,Pietro,green,long,6,,371.4536,green_long
539,539,Romeo,green,onion,42,,352.44000000000005,green_onion
540,540,Monica,green,artistic,49,,194.7132,green_artistic
541,541,Pietro,yellow,long,15,,359.4831,yellow_long
542,542,Monica,green,premium,56,,295.84709999999995,green_premium
543,543,Romeo,green,long,59,4.34,360.01410000000004,green_long
544,544,Pietro,yellow,long,46,,366.42210000000006,yellow_long
545,545,Pietro,green,long,23,,402.82719999999995,green_long
546,546,Monica,green,artistic,9,,273.90860000000004,green_artistic
547,547,Pietro,blue,long,21,,308.1962,blue_long
548,548,Monica,green,artistic,46,,358.83119999999997,green_artistic
549,549,Pietro,green,long,27,,449.84099999999995,green_long
550,550,Romeo,yellow,onion,40,,404.62289999999996,yellow_onion
551,551,Monica,blue,artistic,0,,317.6161,blue_artistic
552,552,Romeo,green,premium,53,,321.8213,green_premium
553,553,Romeo,green,premium,8,,299.714,green_premium
554,554,Monica,yellow,artistic,36,,228.49890000000002,yellow_artistic
555,555,Pietro,green,long,40,,370.5057,green_long
556,556,Romeo,green,long,5,,302.9572,green_long
557,557,Pietro,green,long,12,,349.45649999999995,green_long
558,558,Pietro,green,long,14,,327.9276,green_long
559,559,Romeo,green,premium,33,,284.7232,green_premium
560,560,Monica,green,artistic,10,,324.6672,green_artistic
561,561,Monica,green,artistic,50,,393.8205,green_artistic
562,562,Romeo,green,premium,32,,321.321,green_premium
563,563,Romeo,green,premium,53,,305.6982,green_premium
564,564,Monica,green,onion,52,,352.836,green_onion
565,565,Pietro,green,onion,54,,306.1824,green_onion
566,566,Romeo,blue,premium,4,,307.0606,blue_premium
567,567,Monica,green,long,22,,365.03999999999996,green_long
568,568,Pietro,green,onion,44,,309.5693,green_onion
569,569,Pietro,green,long,29,,344.4575,green_long
570,570,Romeo,green,premium,46,,287.3298,green_premium
571,571,Monica,yellow,onion,19,,323.6922,yellow_onion
572,572,Pietro,green,long,27,,440.3935,green_long
573,573,Romeo,blue,premium,52,,299.23139999999995,blue_premium
574,574,Pietro,green,long,45,,401.2276,green_long
575,575,Pietro,blue,long,36,,344.4389,blue_long
576,576,Pietro,blue,long,1,,280.2268,blue_long
577,577,Monica,blue,long,13,,314.57779999999997,blue_long
578,578,Pietro,green,onion,5,,322.2135,green_onion
579,579,Romeo,green,premium,44,,312.45500000000004,green_premium
580,580,Pietro,green,long,31,,347.6312,green_long
581,581,Romeo,green,long,2,,328.87260000000003,green_long
582,582,Romeo,green,long,33,,317.6484,green_long
583,583,Monica,green,onion,3,,341.6734,green_onion
584,584,Monica,yellow,premium,57,,299.45160000000004,yellow_premium
585,585,Pietro,blue,long,22,,382.284,blue_long
586,586,Romeo,green,premium,6,,324.2616,green_premium
587,587,Pietro,green,long,49,,408.16720000000004,green_long
588,588,Pietro,green,long,53,,329.23040000000003,green_long
589,589,Romeo,green,premium,58,,302.1696,green_premium
590,590,Pietro,green,long,27,,329.78880000000004,green_long
591,591,Romeo,yellow,premium,37,,327.03999999999996,yellow_premium
592,592,Monica,green,premium,51,,293.3445,green_premium
593,593,Pietro,blue,long,19,,373.5702,blue_long
594,594,Romeo,green,premium,13,,313.2324,green_premium
595,595,Pietro,blue,premium,15,,302.6434,blue_premium
596,596,Pietro,green,long,19,,270.1607,green_long
597,597,Monica,blue,premium,6,,306.99899999999997,blue_premium
598,598,Monica,green,premium,20,,296.88120000000004,green_premium
599,599,Monica,green,long,25,,374.728,green_long
600,600,Pietro,green,long,47,,391.1768,green_long
601,601,Romeo,green,premium,47,,309.7677,green_premium
602,602,Monica,green,long,6,,339.4085,green_long
603,603,Pietro,green,long,38,,398.664,green_long
604,604,Pietro,green,long,30,,389.1833,green_long
605,605,Pietro,green,long,24,,331.056,green_long
606,606,Monica,green,premium,17,,320.95349999999996,green_premium
607,607,Monica,blue,long,40,,326.978,blue_long
608,608,Monica,green,artistic,0,,371.46070000000003,green_artistic
609,609,Monica,yellow,artistic,5,,262.95050000000003,yellow_artistic
610,610,Romeo,blue,premium,26,,306.69660000000005,blue_premium
611,611,Monica,green,long,55,,341.3808,green_long
612,612,Pietro,green,long,0,,358.1501,green_long
613,613,Monica,green,premium,0,,309.64209999999997,green_premium
614,614,Pietro,green,long,59,,385.84000000000003,green_long
615,615,Pietro,green,onion,5,,302.673,green_onion
616,616,Pietro,green,long,42,,389.53799999999995,green_long
617,617,Romeo,green,premium,34,,342.0645,green_premium
618,618,Monica,blue,premium,35,,307.2226,blue_premium
619,619,Monica,blue,long,53,,415.18440000000004,blue_long
620,620,Monica,green,long,10,3.25,287.8376,green_long
621,621,Romeo,green,long,9,,333.21680000000003,green_long
622,622,Monica,green,long,52,,376.8885,green_long
623,623,Romeo,green,premium,28,,289.1205,green_premium
624,624,Pietro,green,long,50,,341.2728,green_long
625,625,Romeo,yellow,premium,59,,286.53239999999994,yellow_premium
626,626,Pietro,blue,long,24,,431.29190000000006,blue_long
627,627,Monica,blue,artistic,42,,224.41340000000002,blue_artistic
628,628,Romeo,green,long,21,,337.41540000000003,green_long
629,629,Romeo,green,long,0,,427.3236,green_long
630,630,Pietro,blue,long,53,,294.0948,blue_long
631,631,Pietro,green,long,5,,458.5581,green_long
632,632,Pietro,green,long,37,,371.67,green_long
633,633,Pietro,green,long,20,,426.4128,green_long
634,634,Monica,blue,artistic,10,,284.2128,blue_artistic
635,635,Pietro,green,long,40,,445.26390000000004,green_long
636,636,Pietro,green,long,21,,309.61679999999996,green_long
637,637,Pietro,green,long,11,,336.2772,green_long
638,638,Romeo,green,long,9,,361.19399999999996,green_long
639,639,Pietro,green,long,10,,387.51200000000006,green_long
640,640,Romeo,green,artistic,32,,284.7236,green_artistic
641,641,Romeo,yellow,premium,11,,325.7452,yellow_premium
642,642,Monica,green,onion,55,,276.1332,green_onion
643,643,Monica,green,onion,33,,308.0763,green_onion
644,644,Pietro,green,long,37,,390.7395,green_long
645,645,Romeo,green,long,57,,353.4948,green_long
646,646,Monica,green,long,22,,342.93080000000003,green_long
647,647,Pietro,blue,long,45,,380.3415,blue_long
648,648,Pietro,green,long,56,,272.75660000000005,green_long
649,649,Pietro,green,long,19,,300.0162,green_long
650,650,Pietro,green,long,44,,346.02959999999996,green_long
651,651,Pietro,green,onion,56,,355.4478,green_onion
652,652,Romeo,blue,premium,11,,318.10519999999997,blue_premium
653,653,Romeo,green,artistic,17,,269.5616,green_artistic
654,654,Romeo,yellow,artistic,44,,147.706,yellow_artistic
655,655,Monica,green,premium,7,,308.8404,green_premium
656,656,Pietro,blue,long,3,,313.9276,blue_long
657,657,Monica,green,premium,46,,309.97,green_premium
658,658,Monica,green,long,21,,262.725,green_long
659,659,Pietro,green,long,49,,364.22360000000003,green_long
660,660,Romeo,green,premium,21,,289.6184,green_premium
661,661,Romeo,green,long,32,,364.929,green_long
662,662,Pietro,yellow,long,17,,391.9321,yellow_long
663,663,Romeo,green,long,43,,396.0549,green_long
664,664,Romeo,green,premium,1,,308.5154,green_premium
665,665,Pietro,green,long,33,,355.9289,green_long
666,666,Monica,yellow,artistic,59,,150.381,yellow_artistic
667,667,Romeo,yellow,premium,22,,303.6472,yellow_premium
668,668,Monica,blue,artistic,26,,190.6485,blue_artistic
669,669,Monica,blue,onion,44,,319.0293,blue_onion
670,670,Pietro,green,long,24,,360.34639999999996,green_long
671,671,Pietro,green,long,15,,422.1184,green_long
672,672,Pietro,green,long,15,,361.17120000000006,green_long
673,673,Pietro,green,long,23,,330.4125,green_long
674,674,Monica,green,onion,8,,333.4366,green_onion
675,675,Monica,green,long,59,,371.2812,green_long
676,676,Romeo,blue,premium,28,,280.63000000000005,blue_premium
677,677,Pietro,green,long,49,,307.9572,green_long
678,678,Pietro,green,long,38,,369.704,green_long
679,679,Monica,blue,onion,59,,269.33759999999995,blue_onion
680,680,Pietro,green,long,6,,383.24,green_long
681,681,Pietro,green,onion,10,,323.8378,green_onion
682,682,Monica,green,premium,18,,305.5156,green_premium
683,683,Monica,green,premium,18,,286.144,green_premium
684,684,Romeo,yellow,artistic,6,,270.34290000000004,yellow_artistic
685,685,Monica,green,premium,37,,307.44,green_premium
686,686,Monica,green,premium,31,,317.68800000000005,green_premium
687,687,Pietro,blue,long,54,,314.04720000000003,blue_long
688,688,Romeo,green,premium,26,,290.9412,green_premium
689,689,Pietro,yellow,long,20,,354.7836,yellow_long
690,690,Pietro,yellow,long,34,,455.07219999999995,yellow_long
691,691,Monica,green,artistic,4,,74.1252,green_artistic
692,692,Romeo,blue,premium,46,,305.42389999999995,blue_premium
693,693,Romeo,green,premium,51,,291.176,green_premium
694,694,Romeo,blue,long,47,,373.8193,blue_long
695,695,Monica,green,premium,11,,273.06600000000003,green_premium
696,696,Romeo,green,premium,28,,280.575,green_premium
697,697,Monica,green,onion,49,,302.4441,green_onion
698,698,Romeo,green,long,45,,360.1481,green_long
699,699,Pietro,green,long,25,,322.629,green_long
700,700,Romeo,green,premium,46,,299.6895,green_premium
701,701,Romeo,blue,long,47,,407.2224,blue_long
702,702,Pietro,green,long,39,,409.8752,green_long
703,703,Monica,green,artistic,46,,153.22439999999997,green_artistic
704,704,Monica,green,artistic,11,,158.6225,green_artistic
705,705,Monica,blue,premium,38,,302.2624,blue_premium
706,706,Monica,green,long,4,,427.14680000000004,green_long
707,707,Romeo,yellow,premium,45,,310.2162,yellow_premium
708,708,Pietro,green,long,4,,372.55400000000003,green_long
709,709,Romeo,green,premium,7,,323.35,green_premium
710,710,Pietro,blue,long,40,,424.69960000000003,blue_long
711,711,Pietro,green,long,35,,366.261,green_long
712,712,Romeo,green,artistic,51,,107.96100000000001,green_artistic
713,713,Monica,yellow,long,47,,325.757,yellow_long
714,714,Pietro,blue,long,8,,310.3786,blue_long
715,715,Pietro,green,long,10,,364.22999999999996,green_long
716,716,Pietro,yellow,onion,6,,282.2326,yellow_onion
717,717,Pietro,blue,long,43,,319.59710000000007,blue_long
718,718,Romeo,green,premium,55,,288.82230000000004,green_premium
719,719,Pietro,blue,long,0,,339.416,blue_long
720,720,Monica,green,premium,43,,303.2919,green_premium
721,721,Pietro,yellow,long,23,,311.9163,yellow_long
722,722,Romeo,green,artistic,11,,90.323,green_artistic
723,723,Romeo,green,premium,26,,289.95320000000004,green_premium
724,724,Monica,green,onion,25,,300.807,green_onion
725,725,Pietro,green,long,35,,333.7047,green_long
726,726,Pietro,green,long,29,,282.964,green_long
727,727,Pietro,yellow,onion,17,,341.6968,yellow_onion
728,728,Romeo,yellow,premium,23,,297.2662,yellow_premium
729,729,Monica,green,premium,53,,306.5912,green_premium
730,730,Pietro,blue,long,58,,354.85089999999997,blue_long
731,731,Romeo,green,long,12,,358.5575,green_long
732,732,Monica,yellow,long,30,,334.5129,yellow_long
733,733,Monica,green,premium,9,,304.5,green_premium
734,734,Pietro,green,long,49,,426.1764,green_long
735,735,Pietro,green,long,51,,363.36510000000004,green_long
736,736,Romeo,yellow,premium,5,,306.63050000000004,yellow_premium
737,737,Monica,green,premium,55,,324.421,green_premium
738,738,Monica,green,long,20,,281.53839999999997,green_long
739,739,Romeo,blue,long,56,,324.8225,blue_long
740,740,Romeo,green,premium,24,,285.8401,green_premium
741,741,Pietro,green,premium,44,,304.4512,green_premium
742,742,Pietro,green,long,7,3.36,369.9528,green_long
743,743,Pietro,green,onion,10,,344.05019999999996,green_onion
744,744,Pietro,yellow,onion,28,,225.9504,yellow_onion
745,745,Romeo,green,long,51,,264.3778,green_long
746,746,Pietro,green,long,6,,358.6856,green_long
747,747,Romeo,green,artistic,41,,344.58480000000003,green_artistic
748,748,Monica,green,artistic,1,,250.6074,green_artistic
749,749,Pietro,green,onion,59,,316.87070000000006,green_onion
750,750,Romeo,green,premium,48,,309.4214,green_premium
751,751,Pietro,green,long,2,,359.9232,green_long
752,752,Pietro,green,onion,59,,295.7775,green_onion
753,753,Monica,yellow,artistic,37,,126.3368,yellow_artistic
754,754,Pietro,blue,long,5,,402.0174,blue_long
755,755,Romeo,green,artistic,43,,118.0575,green_artistic
756,756,Monica,green,artistic,37,,216.59040000000002,green_artistic
757,757,Romeo,green,premium,34,,292.218,green_premium
758,758,Romeo,green,long,14,,413.42210000000006,green_long
759,759,Pietro,green,premium,3,,307.4409,green_premium
760,760,Monica,green,artistic,38,,250.5456,green_artistic
761,761,Pietro,yellow,long,46,,383.8912,yellow_long
762,762,Pietro,green,onion,30,,270.3222,green_onion
763,763,Monica,blue,artistic,22,,184.569,blue_artistic
764,764,Monica,green,long,41,,316.05,green_long
765,765,Romeo,green,long,2,,296.97389999999996,green_long
766,766,Monica,green,onion,1,,356.0206,green_onion
767,767,Pietro,blue,long,41,,419.8058,blue_long
768,768,Monica,green,artistic,45,,118.9944,green_artistic
769,769,Romeo,green,long,20,,457.744,green_long
770,770,Romeo,green,long,11,,428.23679999999996,green_long
771,771,Pietro,green,long,59,,266.364,green_long
772,772,Pietro,green,long,33,,322.13800000000003,green_long
773,773,Pietro,blue,onion,55,,291.0147,blue_onion
774,774,Monica,green,onion,58,,297.6055,green_onion
775,775,Pietro,green,premium,11,,327.704,green_premium
776,776,Pietro,green,long,39,,322.05219999999997,green_long
777,777,Monica,blue,onion,20,,265.35249999999996,blue_onion
778,778,Monica,green,premium,9,,341.98920000000004,green_premium
779,779,Monica,green,onion,27,,317.6668,green_onion
780,780,Pietro,blue,onion,23,,263.1703,blue_onion
781,781,Monica,green,artistic,14,,214.04159999999996,green_artistic
782,782,Monica,green,long,56,,451.62809999999996,green_long
783,783,Monica,green,artistic,42,,100.52099999999999,green_artistic
784,784,Monica,green,long,20,,321.0288,green_long
785,785,Monica,green,premium,29,,329.18559999999997,green_premium
786,786,Romeo,green,premium,55,,288.5374,green_premium
787,787,Monica,blue,artistic,32,,201.55550000000002,blue_artistic
788,788,Monica,green,onion,24,,259.5587,green_onion
789,789,Romeo,blue,premium,30,,286.1027,blue_premium
790,790,Pietro,green,long,24,,405.0327,green_long
791,791,Pietro,green,long,50,,352.54499999999996,green_long
792,792,Pietro,blue,long,11,,326.9459,blue_long
793,793,Pietro,blue,long,44,,386.78400000000005,blue_long
794,794,Monica,blue,artistic,5,,20.5996,blue_artistic
795,795,Pietro,green,long,40,,304.7146,green_long
796,796,Romeo,green,long,12,,498.456,green_long
797,797,Pietro,green,long,14,,407.2722,green_long
798,798,Monica,green,onion,50,,296.5968,green_onion
799,799,Monica,green,artistic,31,,215.9388,green_artistic
800,800,Monica,blue,artistic,27,,261.807,blue_artistic
801,801,Romeo,green,premium,15,,300.2751,green_premium
802,802,Pietro,green,onion,3,,243.55169999999998,green_onion
803,803,Monica,green,onion,38,,375.52320000000003,green_onion
804,804,Monica,green,onion,17,,387.018,green_onion
805,805,Monica,yellow,artistic,10,,278.001,yellow_artistic
806,806,Romeo,green,long,42,,367.88960000000003,green_long
807,807,Pietro,green,long,17,,347.14000000000004,green_long
808,808,Romeo,green,long,42,,339.9116,green_long
809,809,Pietro,yellow,long,22,,360.3137,yellow_long
810,810,Pietro,green,long,44,,357.7816,green_long
811,811,Pietro,green,long,23,,358.88050000000004,green_long
812,812,Pietro,green,long,24,,330.9493,green_long
813,813,Pietro,yellow,onion,10,,248.38450000000003,yellow_onion
814,814,Pietro,green,premium,52,,309.6,green_premium
