,bottle,producer,color,shape,width,height,age
588,588,Pietro,green,long,11.92,27.62,53
589,589,Romeo,green,premium,13.76,21.96,58
590,590,Pietro,green,long,11.88,27.76,27
591,591,Romeo,yellow,premium,14.6,22.4,37
592,592,Monica,green,premium,13.45,21.81,51
593,593,Pietro,blue,long,13.14,28.43,19
594,594,Romeo,green,premium,14.04,22.31,13
595,595,Pietro,blue,premium,13.87,21.82,15
596,596,Pietro,green,long,12.23,22.09,19
597,597,Monica,blue,premium,13.86,22.15,6
598,598,Monica,green,premium,13.86,21.42,20
599,599,Monica,green,long,12.4,30.22,25
600,600,Pietro,green,long,11.74,33.32,47
601,601,Romeo,green,premium,14.19,21.83,47
602,602,Monica,green,long,11.93,28.45,6
603,603,Pietro,green,long,11.76,33.9,38
604,604,Pietro,green,long,12.43,31.31,30
605,605,Pietro,green,long,11.4,29.04,24
606,606,Monica,green,premium,14.49,22.15,17
607,607,Monica,blue,long,11.8,27.71,40
608,608,Monica,green,artistic,17.53,21.19,0
609,609,Monica,yellow,artistic,15.55,16.91,5
610,610,Romeo,blue,premium,14.14,21.69,26
611,611,Monica,green,long,12.56,27.18,55
612,612,Pietro,green,long,13.51,26.51,0
613,613,Monica,green,premium,14.03,22.07,0
614,614,Pietro,green,long,13.25,29.12,59
615,615,Pietro,green,onion,20.59,14.7,5
616,616,Pietro,green,long,10.2,38.19,42
617,617,Romeo,green,premium,14.97,22.85,34
618,618,Monica,blue,premium,13.54,22.69,35
619,619,Monica,blue,long,13.32,31.17,53
620,620,Monica,green,long,10.87,26.48,10
621,621,Romeo,green,long,10.99,30.32,9
622,622,Monica,green,long,13.73,27.45,52
623,623,Romeo,green,premium,13.67,21.15,28
624,624,Pietro,green,long,11.12,30.69,50
625,625,Romeo,yellow,premium,13.29,21.56,59
626,626,Pietro,blue,long,13.39,32.21,24
627,627,Monica,blue,artistic,12.02,18.67,42
628,628,Romeo,green,long,10.98,30.73,21
629,629,Romeo,green,long,13.08,32.67,0
630,630,Pietro,blue,long,10.44,28.17,53
631,631,Pietro,green,long,12.87,35.63,5
632,632,Pietro,green,long,13.0,28.59,37
633,633,Pietro,green,long,13.46,31.68,20
634,634,Monica,blue,artistic,15.48,18.36,10
635,635,Pietro,green,long,13.73,32.43,40
636,636,Pietro,green,long,9.48,32.66,21
637,637,Pietro,green,long,12.04,27.93,11
638,638,Romeo,green,long,11.1,32.54,9
639,639,Pietro,green,long,11.8,32.84,10
640,640,Romeo,green,artistic,16.67,17.08,32
641,641,Romeo,yellow,premium,14.66,22.22,11
642,642,Monica,green,onion,18.52,14.91,55
643,643,Monica,green,onion,18.57,16.59,33
644,644,Pietro,green,long,13.95,28.01,37
645,645,Romeo,green,long,12.78,27.66,57
646,646,Monica,green,long,12.58,27.26,22
647,647,Pietro,blue,long,13.35,28.49,45
648,648,Pietro,green,long,11.47,23.78,56
649,649,Pietro,green,long,10.41,28.82,19
650,650,Pietro,green,long,12.04,28.74,44
651,651,Pietro,green,onion,21.82,16.29,56
652,652,Romeo,blue,premium,14.42,22.06,11
653,653,Romeo,green,artistic,12.32,21.88,17
654,654,Romeo,yellow,artistic,8.45,17.48,44
655,655,Monica,green,premium,14.18,21.78,7
656,656,Pietro,blue,long,11.74,26.74,3
657,657,Monica,green,premium,13.9,22.3,46
658,658,Monica,green,long,9.3,28.25,21
659,659,Pietro,green,long,11.57,31.48,49
660,660,Romeo,green,premium,13.04,22.21,21
661,661,Romeo,green,long,11.81,30.9,32
662,662,Pietro,yellow,long,12.47,31.43,17
663,663,Romeo,green,long,12.69,31.21,43
664,664,Romeo,green,premium,13.81,22.34,1
665,665,Pietro,green,long,11.59,30.71,33
666,666,Monica,yellow,artistic,7.35,20.46,59
667,667,Romeo,yellow,premium,14.11,21.52,22
668,668,Monica,blue,artistic,10.05,18.97,26
669,669,Monica,blue,onion,20.49,15.57,44
670,670,Pietro,green,long,12.08,29.83,24
671,671,Pietro,green,long,14.08,29.98,15
672,672,Pietro,green,long,12.48,28.94,15
673,673,Pietro,green,long,11.25,29.37,23
674,674,Monica,green,onion,21.98,15.17,8
675,675,Monica,green,long,13.62,27.26,59
676,676,Romeo,blue,premium,13.3,21.1,28
677,677,Pietro,green,long,10.59,29.08,49
678,678,Pietro,green,long,12.49,29.6,38
679,679,Monica,blue,onion,20.04,13.44,59
680,680,Pietro,green,long,11.0,34.84,6
681,681,Pietro,green,onion,21.97,14.74,10
682,682,Monica,green,premium,14.33,21.32,18
683,683,Monica,green,premium,13.15,21.76,18
684,684,Romeo,yellow,artistic,13.47,20.07,6
685,685,Monica,green,premium,14.0,21.96,37
686,686,Monica,green,premium,14.88,21.35,31
687,687,Pietro,blue,long,11.64,26.98,54
688,688,Romeo,green,premium,13.64,21.33,26
689,689,Pietro,yellow,long,12.51,28.36,20
690,690,Pietro,yellow,long,13.42,33.91,34
691,691,Monica,green,artistic,6.69,11.08,4
692,692,Romeo,blue,premium,13.69,22.31,46
693,693,Romeo,green,premium,13.6,21.41,51
694,694,Romeo,blue,long,10.87,34.39,47
695,695,Monica,green,premium,12.82,21.3,11
696,696,Romeo,green,premium,12.9,21.75,28
697,697,Monica,green,onion,23.61,12.81,49
698,698,Romeo,green,long,11.89,30.29,45
699,699,Pietro,green,long,12.3,26.23,25
700,700,Romeo,green,premium,13.29,22.55,46
701,701,Romeo,blue,long,13.52,30.12,47
702,702,Pietro,green,long,13.07,31.36,39
703,703,Monica,green,artistic,10.36,14.79,46
704,704,Monica,green,artistic,9.47,16.75,11
705,705,Monica,blue,premium,13.64,22.16,38
706,706,Monica,green,long,13.34,32.02,4
707,707,Romeo,yellow,premium,13.98,22.19,45
708,708,Pietro,green,long,11.96,31.15,4
709,709,Romeo,green,premium,14.5,22.3,7
710,710,Pietro,blue,long,11.96,35.51,40
711,711,Pietro,green,long,11.41,32.1,35
712,712,Romeo,green,artistic,5.82,18.55,51
713,713,Monica,yellow,long,11.95,27.26,47
714,714,Pietro,blue,long,12.46,24.91,8
715,715,Pietro,green,long,12.78,28.5,10
716,716,Pietro,yellow,onion,18.98,14.87,6
717,717,Pietro,blue,long,11.21,28.51,43
718,718,Romeo,green,premium,13.39,21.57,55
719,719,Pietro,blue,long,11.6,29.26,0
720,720,Monica,green,premium,13.83,21.93,43
721,721,Pietro,yellow,long,13.29,23.47,23
722,722,Romeo,green,artistic,4.1,22.03,11
723,723,Romeo,green,premium,13.88,20.89,26
724,724,Monica,green,onion,17.55,17.14,25
725,725,Pietro,green,long,10.81,30.87,35
726,726,Pietro,green,long,10.9,25.96,29
727,727,Pietro,yellow,onion,19.82,17.24,17
728,728,Romeo,yellow,premium,13.58,21.89,23
729,729,Monica,green,premium,14.32,21.41,53
730,730,Pietro,blue,long,12.19,29.11,58
731,731,Romeo,green,long,12.25,29.27,12
732,732,Monica,yellow,long,12.33,27.13,30
733,733,Monica,green,premium,14.5,21.0,9
734,734,Pietro,green,long,13.26,32.14,49
735,735,Pietro,green,long,12.63,28.77,51
736,736,Romeo,yellow,premium,14.15,21.67,5
737,737,Monica,green,premium,14.78,21.95,55
738,738,Monica,green,long,10.12,27.82,20
739,739,Romeo,blue,long,10.25,31.69,56
740,740,Romeo,green,premium,13.13,21.77,24
741,741,Pietro,green,premium,14.24,21.38,44
742,742,Pietro,green,long,11.59,31.92,7
743,743,Pietro,green,onion,21.97,15.66,10
744,744,Pietro,yellow,onion,19.89,11.36,28
745,745,Romeo,green,long,9.67,27.34,51
746,746,Pietro,green,long,11.83,30.32,6
747,747,Romeo,green,artistic,12.72,27.09,41
748,748,Monica,green,artistic,13.38,18.73,1
749,749,Pietro,green,onion,20.17,15.71,59
750,750,Romeo,green,premium,14.02,22.07,48
751,751,Pietro,green,long,12.48,28.84,2
752,752,Pietro,green,onion,17.45,16.95,59
753,753,Monica,yellow,artistic,6.32,19.99,37
754,754,Pietro,blue,long,12.91,31.14,5
755,755,Romeo,green,artistic,7.95,14.85,43
756,756,Monica,green,artistic,14.24,15.21,37
757,757,Romeo,green,premium,12.93,22.6,34
758,758,Romeo,green,long,12.67,32.63,14
759,759,Pietro,green,premium,13.83,22.23,3
760,760,Monica,green,artistic,12.33,20.32,38
761,761,Pietro,yellow,long,12.16,31.57,46
762,762,Pietro,green,onion,19.01,14.22,30
763,763,Monica,blue,artistic,9.35,19.74,22
764,764,Monica,green,long,12.25,25.8,41
765,765,Romeo,green,long,10.61,27.99,2
766,766,Monica,green,onion,19.37,18.38,1
767,767,Pietro,blue,long,12.38,33.91,41
768,768,Monica,green,artistic,7.56,15.74,45
769,769,Romeo,green,long,12.2,37.52,20
770,770,Romeo,green,long,13.12,32.64,11
771,771,Pietro,green,long,11.76,22.65,59
772,772,Pietro,green,long,10.81,29.8,33
773,773,Pietro,blue,onion,17.23,16.89,55
774,774,Monica,green,onion,21.55,13.81,58
775,775,Pietro,green,premium,14.95,21.92,11
776,776,Pietro,green,long,12.59,25.58,39
777,777,Monica,blue,onion,20.65,12.85,20
778,778,Monica,green,premium,14.76,23.17,9
779,779,Monica,green,onion,18.92,16.79,27
780,780,Pietro,blue,onion,23.99,10.97,23
781,781,Monica,green,artistic,11.52,18.58,14
782,782,Monica,green,long,11.97,37.73,56
783,783,Monica,green,artistic,9.18,10.95,42
784,784,Monica,green,long,11.28,28.46,20
785,785,Monica,green,premium,14.54,22.64,29
786,786,Romeo,green,premium,13.54,21.31,55
787,787,Monica,blue,artistic,8.21,24.55,32
788,788,Monica,green,onion,17.11,15.17,24
789,789,Romeo,blue,premium,13.13,21.79,30
790,790,Pietro,green,long,12.27,33.01,24
791,791,Pietro,green,long,12.37,28.5,50
792,792,Pietro,blue,long,11.17,29.27,11
793,793,Pietro,blue,long,12.64,30.6,44
794,794,Monica,blue,artistic,0.98,21.02,5
795,795,Pietro,green,long,9.82,31.03,40
796,796,Romeo,green,long,12.6,39.56,12
797,797,Pietro,green,long,12.66,32.17,14
798,798,Monica,green,onion,20.64,14.37,50
799,799,Monica,green,artistic,13.86,15.58,31
800,800,Monica,blue,artistic,13.65,19.18,27
801,801,Romeo,green,premium,13.73,21.87,15
802,802,Pietro,green,onion,17.31,14.07,3
803,803,Monica,green,onion,23.01,16.32,38
804,804,Monica,green,onion,23.89,16.2,17
805,805,Monica,yellow,artistic,11.73,23.7,10
806,806,Romeo,green,long,11.96,30.76,42
807,807,Pietro,green,long,10.21,34.0,17
808,808,Romeo,green,long,12.58,27.02,42
809,809,Pietro,yellow,long,12.31,29.27,22
810,810,Pietro,green,long,11.99,29.84,44
811,811,Pietro,green,long,12.65,28.37,23
812,812,Pietro,green,long,11.33,29.21,24
813,813,Pietro,yellow,onion,18.55,13.39,10
814,814,Pietro,green,premium,14.4,21.5,52
815,815,Monica,green,onion,18.07,16.86,16
816,816,Pietro,yellow,long,11.56,28.98,56
817,817,Romeo,green,long,13.48,26.34,55
818,818,Monica,green,premium,13.04,21.76,31
819,819,Romeo,green,long,10.99,28.76,36
820,820,Pietro,green,long,12.65,32.2,27
821,821,Pietro,green,long,11.83,31.89,2
822,822,Pietro,green,long,12.54,34.07,45
823,823,Romeo,green,premium,14.87,22.43,29
824,824,Monica,green,artistic,9.33,9.34,19
825,825,Pietro,green,long,10.98,28.29,29
826,826,Monica,green,onion,19.77,14.29,24
827,827,Monica,green,long,11.25,29.49,42
828,828,Monica,green,onion,23.43,13.89,13
829,829,Monica,green,artistic,18.33,13.42,0
830,830,Monica,green,artistic,5.07,21.38,55
831,831,Monica,green,artistic,12.99,17.51,48
832,832,Monica,green,artistic,16.21,16.79,5
833,833,Pietro,blue,onion,18.75,15.92,55
834,834,Romeo,yellow,long,12.58,29.9,50
835,835,Monica,green,artistic,10.91,13.86,1
836,836,Romeo,green,long,10.1,29.79,50
837,837,Pietro,green,long,13.51,29.88,40
838,838,Pietro,green,long,12.24,32.94,27
839,839,Pietro,green,long,13.52,31.54,4
840,840,Pietro,green,onion,21.13,15.12,39
841,841,Romeo,green,premium,13.91,22.27,48
842,842,Romeo,yellow,premium,13.67,23.14,44
843,843,Monica,green,artistic,8.38,16.82,43
844,844,Monica,blue,artistic,7.94,11.92,28
845,845,Pietro,blue,long,10.31,28.12,18
846,846,Monica,green,premium,13.85,21.79,46
847,847,Romeo,yellow,premium,14.25,21.78,40
848,848,Pietro,green,long,11.11,31.0,55
849,849,Romeo,green,premium,13.89,22.2,10
850,850,Pietro,green,long,13.75,29.06,25
851,851,Monica,green,artistic,9.64,17.23,38
852,852,Monica,green,artistic,19.41,18.72,28
853,853,Romeo,green,premium,14.09,22.67,10
854,854,Monica,green,onion,21.39,17.47,49
855,855,Pietro,green,long,14.6,23.4,29
856,856,Pietro,green,long,14.31,30.16,16
857,857,Monica,green,artistic,18.41,19.47,11
858,858,Pietro,green,onion,21.01,15.26,35
859,859,Pietro,green,long,12.31,35.43,9
860,860,Monica,green,long,13.47,25.86,43
861,861,Monica,blue,premium,14.93,21.84,41
862,862,Pietro,green,long,11.86,29.74,1
863,863,Monica,yellow,onion,22.2,13.15,15
864,864,Monica,green,premium,14.55,23.11,2
865,865,Pietro,green,onion,19.59,12.52,35
866,866,Monica,green,onion,19.0,15.09,11
867,867,Pietro,green,long,12.85,27.43,2
868,868,Pietro,green,long,11.62,25.47,32
869,869,Monica,green,onion,20.74,16.99,27
870,870,Monica,green,long,9.92,33.87,6
871,871,Monica,blue,artistic,12.53,21.48,28
872,872,Pietro,green,long,11.74,27.6,16
873,873,Monica,green,premium,13.32,21.52,2
874,874,Pietro,green,long,11.49,34.03,31
875,875,Pietro,green,long,12.39,30.73,20
876,876,Romeo,green,premium,14.1,22.35,25
877,877,Romeo,green,onion,23.19,19.93,1
878,878,Monica,green,artistic,16.46,21.62,3
879,879,Romeo,yellow,premium,14.02,22.05,21
880,880,Pietro,green,long,11.23,28.61,44
881,881,Romeo,green,premium,12.43,22.12,44
882,882,Pietro,green,long,11.79,24.53,33
883,883,Pietro,green,onion,21.22,14.27,12
884,884,Pietro,blue,long,13.4,32.04,38
885,885,Pietro,green,long,12.82,30.43,4
886,886,Romeo,blue,long,14.78,29.81,39
887,887,Monica,green,long,13.97,31.64,2
888,888,Romeo,blue,long,12.32,29.55,43
889,889,Pietro,blue,long,12.3,31.0,36
890,890,Pietro,yellow,long,11.96,32.69,58
891,891,Monica,green,artistic,9.79,28.56,29
892,892,Pietro,blue,onion,18.7,16.23,31
893,893,Pietro,green,long,11.77,27.58,29
894,894,Monica,green,artistic,19.31,22.38,17
895,895,Monica,green,artistic,4.84,19.06,51
896,896,Romeo,blue,long,12.77,28.25,28
897,897,Pietro,yellow,long,10.27,26.01,24
898,898,Pietro,blue,onion,20.25,13.57,44
899,899,Romeo,green,premium,14.02,22.03,11
900,900,Pietro,green,long,11.12,25.99,16
901,901,Pietro,green,long,12.04,32.06,31
902,902,Monica,green,artistic,5.82,11.49,54
903,903,Romeo,green,artistic,12.62,22.22,7
904,904,Pietro,blue,long,12.02,33.01,23
905,905,Romeo,green,premium,14.43,22.19,56
906,906,Pietro,green,long,12.65,30.13,36
907,907,Romeo,green,long,12.68,29.83,19
908,908,Pietro,green,onion,18.86,16.71,36
909,909,Monica,green,onion,19.2,13.95,55
910,910,Pietro,blue,long,11.87,29.07,21
911,911,Romeo,green,onion,19.2,11.5,44
912,912,Pietro,green,long,12.69,29.12,33
913,913,Romeo,green,premium,14.59,22.46,50
914,914,Pietro,green,onion,19.64,13.48,46
915,915,Romeo,green,premium,14.46,21.98,31
916,916,Romeo,green,premium,13.72,21.52,30
917,917,Romeo,green,premium,13.73,22.12,44
918,918,Romeo,green,premium,13.84,21.83,18
919,919,Pietro,green,long,11.21,29.32,27
920,920,Pietro,yellow,long,14.0,26.23,3
921,921,Monica,green,artistic,8.57,28.73,36
922,922,Pietro,blue,long,11.58,26.83,1
923,923,Pietro,green,long,11.32,28.93,49
924,924,Monica,green,long,12.02,30.76,53
925,925,Romeo,green,premium,14.64,22.3,7
926,926,Monica,yellow,artistic,4.62,24.07,27
927,927,Pietro,green,long,10.92,28.01,4
928,928,Pietro,yellow,long,12.03,29.3,55
929,929,Pietro,green,onion,19.26,13.28,49
930,930,Pietro,green,onion,20.74,14.4,12
931,931,Monica,green,artistic,9.29,19.98,25
932,932,Monica,blue,artistic,14.41,16.9,15
933,933,Romeo,yellow,premium,13.71,22.01,42
934,934,Romeo,green,premium,15.21,21.98,43
935,935,Monica,green,artistic,11.57,11.46,1
936,936,Pietro,green,onion,20.54,9.78,13
937,937,Monica,green,artistic,18.66,21.25,47
938,938,Pietro,yellow,long,12.39,28.95,15
939,939,Pietro,green,long,11.62,33.83,47
940,940,Pietro,yellow,long,11.89,35.61,41
941,941,Pietro,green,long,11.01,26.6,39
942,942,Monica,blue,long,12.76,27.47,17
943,943,Pietro,yellow,long,11.48,33.04,40
944,944,Romeo,green,premium,14.14,22.29,17
945,945,Pietro,green,long,13.18,28.13,14
946,946,Romeo,green,long,12.3,31.61,50
947,947,Monica,green,long,12.07,28.03,8
948,948,Monica,green,long,11.55,32.08,17
949,949,Pietro,yellow,long,11.71,29.9,14
950,950,Pietro,green,long,10.7,30.36,35
951,951,Romeo,green,artistic,4.69,19.48,12
952,952,Monica,green,artistic,8.94,12.55,41
953,953,Pietro,yellow,onion,18.7,17.26,20
954,954,Pietro,blue,long,12.11,30.06,28
955,955,Pietro,green,onion,20.87,12.14,46
956,956,Monica,green,onion,21.28,17.79,43
957,957,Pietro,green,premium,13.48,21.66,16
958,958,Romeo,green,long,12.61,28.95,37
959,959,Monica,blue,premium,14.24,22.27,10
960,960,Romeo,green,long,13.48,26.07,25
961,961,Pietro,green,long,12.86,26.45,59
962,962,Pietro,yellow,long,11.94,27.47,56
963,963,Monica,green,artistic,14.83,17.1,23
964,964,Romeo,blue,premium,13.11,21.83,45
965,965,Pietro,green,long,12.63,26.83,43
966,966,Romeo,yellow,artistic,13.84,23.75,23
967,967,Pietro,green,long,12.24,30.71,7
968,968,Pietro,green,onion,20.45,16.51,51
969,969,Romeo,green,premium,12.63,22.34,57
970,970,Romeo,green,premium,13.75,22.25,9
971,971,Romeo,green,premium,13.75,21.31,42
972,972,Romeo,green,premium,14.55,21.23,8
973,973,Pietro,yellow,long,13.08,34.51,53
974,974,Romeo,green,premium,14.32,22.2,11
975,975,Romeo,yellow,long,10.98,31.59,40
976,976,Pietro,green,long,13.29,27.66,29
977,977,Monica,yellow,artistic,8.99,13.61,53
978,978,Monica,blue,premium,14.21,22.45,11
979,979,Romeo,blue,premium,13.76,22.97,18
980,980,Pietro,blue,long,11.76,31.65,39
981,981,Pietro,blue,long,11.05,28.61,35
982,982,Romeo,green,onion,17.96,18.08,11
983,983,Pietro,yellow,long,13.43,31.76,4
984,984,Pietro,blue,long,11.37,30.32,24
985,985,Pietro,blue,long,12.48,25.37,6
986,986,Pietro,green,long,9.44,26.03,41
987,987,Pietro,green,long,11.9,29.45,14
988,988,Romeo,yellow,artistic,17.99,18.09,55
989,989,Pietro,blue,long,12.09,27.41,29
990,990,Pietro,green,long,12.82,26.15,38
991,991,Romeo,blue,long,11.23,30.37,6
992,992,Pietro,blue,long,11.34,31.3,24
993,993,Monica,green,artistic,10.19,17.24,9
994,994,Romeo,blue,premium,14.24,22.01,53
995,995,Monica,green,long,12.51,29.86,59
996,996,Pietro,green,long,12.14,34.81,34
997,997,Pietro,yellow,long,12.38,29.35,48
998,998,Monica,green,artistic,12.62,20.39,48
999,999,Monica,blue,premium,13.87,23.06,26
1000,1000,Monica,green,artistic,10.5,14.07,38
1001,1001,Pietro,green,long,11.8,32.48,7
1002,1002,Pietro,green,long,10.55,27.74,53
1003,1003,Pietro,blue,long,12.71,30.72,20
1004,1004,Pietro,blue,long,12.77,33.58,58
1005,1005,Monica,green,premium,13.51,22.17,48
1006,1006,Monica,green,artistic,15.41,23.81,1
1007,1007,Pietro,green,long,12.16,28.89,31
1008,1008,Romeo,green,premium,12.97,21.92,49
1009,1009,Pietro,green,long,11.16,28.27,11
1010,1010,Romeo,blue,long,10.46,34.68,11
1011,1011,Pietro,yellow,long,12.22,27.52,11
1012,1012,Romeo,green,premium,13.71,21.99,25
1013,1013,Pietro,green,onion,17.8,18.02,26
1014,1014,Pietro,green,long,11.91,25.61,6
1015,1015,Romeo,green,premium,13.67,22.06,34
1016,1016,Romeo,blue,long,12.87,23.43,32
1017,1017,Pietro,green,long,12.22,32.65,20
1018,1018,Pietro,blue,long,12.88,32.99,13
1019,1019,Romeo,green,long,11.22,27.92,22
1020,1020,Romeo,green,onion,16.85,16.14,22
1021,1021,Pietro,green,long,13.66,31.17,7
1022,1022,Romeo,green,artistic,15.84,21.7,46
1023,1023,Romeo,green,premium,14.23,23.08,1
1024,1024,Romeo,green,artistic,7.89,17.85,58
1025,1025,Pietro,yellow,onion,16.81,17.04,55
1026,1026,Pietro,green,premium,13.85,21.88,9
1027,1027,Pietro,green,long,10.04,29.91,27
1028,1028,Romeo,blue,premium,13.89,21.61,28
1029,1029,Pietro,green,long,10.64,30.59,53
1030,1030,Romeo,blue,artistic,11.12,25.14,34
1031,1031,Pietro,green,long,12.08,31.99,22
1032,1032,Pietro,green,long,13.06,29.11,57
1033,1033,Romeo,yellow,long,13.4,30.48,4
1034,1034,Romeo,green,premium,13.87,22.12,28
1035,1035,Pietro,green,long,13.14,28.4,41
1036,1036,Monica,green,artistic,12.42,11.3,55
1037,1037,Pietro,blue,long,11.87,32.04,15
1038,1038,Pietro,green,long,13.13,30.08,9
1039,1039,Pietro,green,long,10.74,30.6,10
1040,1040,Pietro,green,long,11.91,26.37,24
1041,1041,Pietro,green,onion,20.68,17.39,16
1042,1042,Monica,blue,artistic,13.34,25.69,36
1043,1043,Pietro,green,long,12.66,27.95,33
1044,1044,Romeo,blue,premium,14.88,22.11,27
1045,1045,Monica,blue,premium,14.99,22.63,34
1046,1046,Romeo,green,long,9.63,33.88,2
1047,1047,Romeo,green,premium,14.02,21.93,55
1048,1048,Pietro,green,long,13.0,30.16,10
1049,1049,Romeo,blue,premium,14.46,22.55,55
1050,1050,Pietro,green,long,10.34,27.82,11
1051,1051,Romeo,green,long,13.44,26.27,49
1052,1052,Monica,green,onion,19.91,16.01,1
1053,1053,Pietro,green,long,13.65,32.74,36
1054,1054,Pietro,green,long,11.53,33.49,7
1055,1055,Monica,yellow,artistic,2.88,29.91,36
1056,1056,Pietro,blue,long,10.24,30.1,44
1057,1057,Pietro,green,long,11.64,31.1,26
1058,1058,Monica,yellow,artistic,16.68,16.45,35
1059,1059,Romeo,yellow,premium,14.65,21.82,42
1060,1060,Romeo,blue,premium,14.39,21.74,0
1061,1061,Pietro,yellow,onion,21.72,16.0,24
1062,1062,Monica,blue,artistic,9.11,22.88,34
1063,1063,Monica,green,long,9.83,26.34,46
1064,1064,Romeo,green,long,13.84,32.05,2
1065,1065,Pietro,blue,long,12.78,28.27,30
1066,1066,Monica,green,onion,24.26,10.59,9
1067,1067,Monica,green,onion,20.47,14.23,42
1068,1068,Monica,green,long,13.27,26.84,21
1069,1069,Pietro,yellow,long,11.92,25.15,59
1070,1070,Monica,green,premium,13.13,22.05,43
1071,1071,Romeo,green,premium,14.56,21.7,14
1072,1072,Romeo,green,premium,13.42,22.2,8
1073,1073,Monica,blue,artistic,16.58,19.81,0
1074,1074,Pietro,green,long,12.33,30.63,27
1075,1075,Monica,green,onion,20.64,17.33,34
1076,1076,Pietro,green,long,11.96,30.12,52
1077,1077,Pietro,green,long,12.1,32.43,30
1078,1078,Monica,green,onion,21.24,16.73,35
1079,1079,Pietro,green,long,12.89,32.47,53
1080,1080,Monica,green,onion,21.22,16.25,6
1081,1081,Pietro,yellow,long,10.66,30.4,50
